id,component_id,component_code,vessel_code,job_id,job_code,work_order_id,work_order_no,job_title,maintenance_type,date_completed,running_hours_at_completion,performed_by,approved_by,approval_date,status,work_description,spares_used,remarks,is_component_replaced,created_at
1294,COMP-1768374768511-709kv1bk1,702.005.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698538-eaypatso8,MKR-IN-00054,WO-1770967515004-sdi2b16kc,WO-702.005.02-2023-161,"Purifier, Routine - 1W",Servicing,2023-02-21,,3rd Engineer,,2023-02-24,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",,Small adjustments made to operating parameters. Equipment performance satisfactory.,f,2026-02-18 04:41:20.445679
1293,COMP-1768374768342-0re8c70di,652.003.04,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698069-j6vg6yyo2,MKR-IN-00085,WO-1770978832260-xg2izoa53,MKR-IN-00085-652.003.04-2023-664,AE Cylinder Liner Inspection - 1M,Maintenance,2023-03-04,,4th Engineer,,2023-03-05,Approved,,,Minor additional findings recorded. Follow-up inspection recommended during next maintenance period.,f,2026-02-18 04:41:20.442019
1292,COMP-1768374767929-zn4ptm8ru,285.001.04,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375696845-n6aj2hzvt,MKR-IN-00072,WO-1770978832255-ded6rlmvk,MKR-IN-00072-285.001.04-2023-191,Ballast Tanks Inspection - 1M,Maintenance,2023-02-22,,4th Engineer,,2023-02-25,Approved,,,All maintenance checks completed per OEM recommendations. Next scheduled service as per PMS.,f,2026-02-18 04:41:20.437686
1291,COMP-1768374768511-709kv1bk1,702.005.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698538-eaypatso8,MKR-IN-00054,WO-1770967515004-hp4u1xp0p,WO-702.005.02-2023-162,"Purifier, Routine - 1W",Servicing,2023-02-27,,3rd Engineer,,2023-03-01,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,f,2026-02-18 04:41:20.433777
1290,COMP-1768374768236-120so6zd8,651.002.06,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697709-kfxro24s3,MKR-IN-00080,WO-1770967515019-bgyzju041,UWO-651.002.06-2023-874,AE1 Cylinder Covers W/Valves No.06 - Hydraulic System Pressure Drop,Servicing,2023-02-21,,2nd Engineer,,2023-02-24,Approved,Hydraulic system pressure dropping. Investigated and found leaking fitting. Repaired.,,Equipment tested satisfactorily after completion of AE1 Cylinder Covers W/Valves No.06 - Hydraulic System Pressure Drop. No issues found.,f,2026-02-18 04:41:20.429956
1289,COMP-1768374768248-zja2xeelc,651.003.04,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697730-vrhe8emeh,MKR-IN-00085,WO-1770978832259-p3gpkl4nb,MKR-IN-00085-651.003.04-2023-580,AE Cylinder Liner Inspection - 1M,Maintenance,2023-03-14,,4th Engineer,,2023-03-16,Approved,,,Consumable parts replaced as per maintenance plan. Used parts stored for disposal.,f,2026-02-18 04:41:20.424785
1288,COMP-1768374768345-qgstjbyia,652.003.05,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698075-3qb0k6asy,MKR-IN-00085,WO-1770967515019-rdvaf8msz,UWO-652.003.05-2023-856,AE2 Cylinder Liners No.05 - Hydraulic System Pressure Drop,Servicing,2023-03-19,,2nd Engineer,,2023-03-20,Approved,Hydraulic system pressure dropping. Investigated and found leaking fitting. Repaired.,,Equipment tested satisfactorily after completion of AE2 Cylinder Liners No.05 - Hydraulic System Pressure Drop. No issues found.,f,2026-02-18 04:41:20.419799
1287,COMP-1768374768347-rnzskklg2,652.003.06,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698079-bbg8c1hi2,MKR-IN-00085,WO-1770967515018-wxbz1s4lq,UWO-652.003.06-2023-637,AE2 Cylinder Liners No.06 - Fuel System Contamination,Servicing,2023-02-28,,2nd Engineer,,2023-03-03,Approved,Fuel oil contamination detected. Purifier and filters cleaned/replaced.,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,f,2026-02-18 04:41:20.415299
1286,COMP-1768374768239-6wbm7nkr9,651.003.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697715-p7a1yt6pq,MKR-IN-00085,WO-1770967515004-sidf9pxfw,WO-651.003.01-2023-317,AE Cylinder Liner Inspection - 1M,Servicing,2023-02-28,,3rd Engineer,,2023-03-03,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",,Checks completed as per manufacturer guidelines for AE Cylinder Liner Inspection - 1M. Next service due as scheduled.,f,2026-02-18 04:41:20.410551
1285,COMP-1768374768236-120so6zd8,651.002.06,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697709-kfxro24s3,MKR-IN-00080,WO-1770978832259-nje2wufxy,MKR-IN-00080-651.002.06-2023-541,AE Cylinder Covers with Valves Inspection - 1M,Maintenance,2023-03-21,,Chief Engineer,,2023-03-23,Approved,,,Checks completed as per manufacturer guidelines for AE Cylinder Covers with Valves Inspection - 1M. Next service due as scheduled.,f,2026-02-18 04:41:20.406553
1284,COMP-1768374767991-i5zq4pmkb,601.002.05,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697102-xsoohrh7a,MKR-IN-00075,WO-1770978832256-cevsygp5t,MKR-IN-00075-601.002.05-2023-284,Main Engine – Cylinder Covers with Valves Inspection - 4000H,Maintenance,2023-03-19,,Electrican,,2023-03-22,Approved,,,Minor adjustments made. Equipment performance within acceptable parameters.,f,2026-02-18 04:41:20.402451
1283,COMP-1768374768511-709kv1bk1,702.005.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698538-eaypatso8,MKR-IN-00054,WO-1770967515004-rq7q08z3h,WO-702.005.02-2023-163,"Purifier, Routine - 1W",Servicing,2023-03-06,,3rd Engineer,,2023-03-08,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",,Small adjustments made to operating parameters. Equipment performance satisfactory.,f,2026-02-18 04:41:20.397705
1282,COMP-1768374768394-1cf99aryj,652.020.03,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698182-jqugsoy65,MKR-IN-00017,WO-1770967515017-kml2ed4aw,UWO-652.020.03-2023-583,AE2 Crankcase Doors W/Safety Valve No.03 - Alarm Investigation - System Check,Servicing,2023-03-07,,4th Engineer,,2023-03-09,Approved,Investigated alarm. Found faulty sensor/connection. Rectified.,,Spare parts replaced as listed. Old parts retained for inspection/disposal.,f,2026-02-18 04:41:20.393108
1281,COMP-1768374767635-umx1ypv3h,55,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697014-n01208k56,MKR-IN-00046,WO-1770967515017-anqavnsml,UWO-55-2023-548,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU. - Valve Leakage - Immediate Repair",Servicing,2023-03-09,,4th Engineer,,2023-03-11,Approved,Valve found leaking during rounds. Repacked gland and replaced gasket.,,"Minor adjustments carried out during GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU. - Valve Leakage - Immediate Repair. Performance within acceptable parameters.",f,2026-02-18 04:41:20.388639
1280,COMP-1768374768242-ybntycqh5,651.003.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697720-m80h9gkmd,MKR-IN-00085,WO-1770978832259-nk49s75jy,MKR-IN-00085-651.003.02-2023-554,AE Cylinder Liner Inspection - 1M,Maintenance,2023-03-18,,2nd Engineer,,2023-03-20,Approved,,,Small adjustments made to operating parameters. Equipment performance satisfactory.,f,2026-02-18 04:41:20.384256
1279,COMP-1768374768443-sj0hmblft,653.003.06,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698327-s9rfxwr8p,MKR-IN-00085,WO-1770967515004-6fqywwpf8,WO-653.003.06-2023-353,AE Cylinder Liner Inspection - 1M,Servicing,2023-03-08,,3rd Engineer,,2023-03-09,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",,All checks completed as per manufacturer guidelines. Next service due as scheduled.,f,2026-02-18 04:41:20.379031
1278,COMP-1768374768410-eurzscqdj,653.002.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698254-e7d6bn0wz,MKR-IN-00080,WO-1770978832260-6sljb4457,MKR-IN-00080-653.002.01-2023-683,AE Cylinder Covers with Valves Inspection - 1M,Maintenance,2023-03-21,,4th Engineer,,2023-03-22,Approved,,,Minor additional findings recorded. Follow-up inspection recommended during next maintenance period.,f,2026-02-18 04:41:20.374339
1277,COMP-1768374768471-zbwcsztfm,653.007.03,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698377-z3c0o0mf7,MKR-IN-00015,WO-1770967515018-ow5i8bzlg,UWO-653.007.03-2023-686,"AE3 Main Bearings, Journals No.03 - Control System Malfunction",Servicing,2023-03-12,,Chief Engineer,,2023-03-13,Approved,Control system showing intermittent faults. Checked connections and calibrated.,,Small adjustments made to operating parameters. Equipment performance satisfactory.,f,2026-02-18 04:41:20.368469
1276,COMP-1768374768511-709kv1bk1,702.005.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698538-eaypatso8,MKR-IN-00054,WO-1770967515004-1tzdshesu,WO-702.005.02-2023-164,"Purifier, Routine - 1W",Servicing,2023-03-14,,3rd Engineer,,2023-03-17,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",,"Checks completed as per manufacturer guidelines for Purifier, Routine - 1W. Next service due as scheduled.",f,2026-02-18 04:41:20.357948
1275,COMP-1768374768345-qgstjbyia,652.003.05,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698075-3qb0k6asy,MKR-IN-00085,WO-1770967515018-5cxvukpuz,UWO-652.003.05-2023-727,AE2 Cylinder Liners No.05 - Control System Malfunction,Servicing,2023-03-10,,2nd Engineer,,2023-03-12,Approved,Control system showing intermittent faults. Checked connections and calibrated.,,Small adjustments made to operating parameters. Equipment performance satisfactory.,f,2026-02-18 04:41:20.35288
1274,COMP-1768374767669-yjx9vuiay,7,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698505-5h32zwd3i,MKR-IN-00054,WO-1770967515018-kjp8wlzxp,UWO-7-2023-731,SYSTEMS FOR MACHINERY MAIN COMPONENTS - Control System Malfunction,Servicing,2023-03-14,,Chief Engineer,,2023-03-17,Approved,Control system showing intermittent faults. Checked connections and calibrated.,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,f,2026-02-18 04:41:20.34714
1273,COMP-1768374768410-eurzscqdj,653.002.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698254-e7d6bn0wz,MKR-IN-00080,WO-1770978832260-ikr53fn84,MKR-IN-00080-653.002.01-2023-676,AE Cylinder Covers with Valves Inspection - 1M,Maintenance,2023-03-23,,Chief Engineer,,2023-03-24,Approved,,,Small adjustments made to operating parameters. Equipment performance satisfactory.,f,2026-02-18 04:41:20.342193
1272,COMP-1768374768353-vfthngvnn,652.004.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698089-2maxi1b86,MKR-OV-00025,WO-1770967515019-x2dsa2nw8,UWO-652.004.02-2023-883,AE2 Pistons And Connecting Rod No.02 - Control System Malfunction,Servicing,2023-03-12,,2nd Engineer,,2023-03-15,Approved,Control system showing intermittent faults. Checked connections and calibrated.,,Minor adjustments carried out during AE2 Pistons And Connecting Rod No.02 - Control System Malfunction. Performance within acceptable parameters.,f,2026-02-18 04:41:20.337468
1271,COMP-1768374768373-33bew970w,652.007.03,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698126-uus74l55h,MKR-IN-00015,WO-1770967515017-jzxr1f4c4,UWO-652.007.03-2023-503,"AE2 Main Bearings, Journals No.03 - Valve Leakage - Immediate Repair",Servicing,2023-03-15,,Chief Engineer,,2023-03-16,Approved,Valve found leaking during rounds. Repacked gland and replaced gasket.,,"Minor adjustments carried out during AE2 Main Bearings, Journals No.03 - Valve Leakage - Immediate Repair. Performance within acceptable parameters.",f,2026-02-18 04:41:20.333231
1270,COMP-1768374767834-dbncpiany,601.053,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697585-z6leju6xr,MKR-IN-00066,WO-1770967515015-2c3dgsola,WO-601.053-2023-421,"ME Turbocharger Turbine, Cleaning - 500H",Servicing,2023-03-20,,2nd Engineer,,2023-03-23,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 196, 171, 172
Job Reference: Group No. 400
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Cleaning of turbine side of turbocharger to be carried out (vegetal solid cleaning).",,Equipment tested satisfactorily after maintenance. No issues found.,f,2026-02-18 04:41:20.328158
1269,COMP-1768374767933-vto5y1uh1,285.001.05,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375696851-ndejb6eas,MKR-IN-00072,WO-1770978832255-rtfgqtz3i,MKR-IN-00072-285.001.05-2023-209,Ballast Tanks Inspection - 1M,Maintenance,2023-03-29,,Electrican,,2023-03-30,Approved,,,Spare parts replaced as listed. Old parts retained for inspection/disposal.,f,2026-02-18 04:41:20.323485
1268,COMP-1768374767933-vto5y1uh1,285.001.05,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375696851-ndejb6eas,MKR-IN-00072,WO-1770978832255-33n0i6wjl,MKR-IN-00072-285.001.05-2023-208,Ballast Tanks Inspection - 1M,Maintenance,2023-03-29,,4th Engineer,,2023-03-30,Approved,,,Minor adjustments carried out during Ballast Tanks Inspection - 1M. Performance within acceptable parameters.,f,2026-02-18 04:41:20.3177
1267,COMP-1768374768511-709kv1bk1,702.005.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698538-eaypatso8,MKR-IN-00054,WO-1770967515004-z9kv0q3wy,WO-702.005.02-2023-165,"Purifier, Routine - 1W",Servicing,2023-03-18,,3rd Engineer,,2023-03-21,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",,"Equipment tested satisfactorily after completion of Purifier, Routine - 1W. No issues found.",f,2026-02-18 04:41:20.312469
